scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
12f,12f | Wirral 006A,pedestrian,Sefton 026B | maghull ln,Sefton 026B,maghull ln,Maghull Ln near Maghull Ln Interchange,40745;40746,2,Sefton,12.143,26.451,14.308,7,4,3,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,190,0.994764397905759,0.967741935483871,1,1,73.1491228070175,33.8236842105263,0.469643913403526,0.981339699581438,0.773141318091824,0.208198381489614,0.118938230085616,0.105534015684103,0.882693365033448,FALSE,0.326730140529655,0.619810140529655,15,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 060C | london rd,Liverpool 060C,london rd,"London Rd - Eastbound, near Norton St; London Rd - Westbound, near Norton St",23807;23808,2,Liverpool,12.143,24.01,11.867,7,4,3,Path/cycle facility;Road,Road,FALSE,190,0.994764397905759,0.964285714285714,1,0.992105263157895,72.5947368421053,126.194736842105,1.72831295144104,0.980201428369987,0.404160951534499,0.576040476835488,0.203626738351241,0.127063055499815,0.756755362747291,FALSE,0.388352195429543,0.657022195429543,16,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,St. Helens 022F | clock face rd,St. Helens 022F,clock face rd,Clock Face Rd; Clock Face Rd near Chester Ln; Clock Face Rd near Four Acre Ln,16354;16355;16396;47639;47641;47642;47825;52939,8,St. Helens,12.143,17.475,5.332,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,158,0.827225130890052,0.580645161290323,1,0.932489451476793,69.3270042194093,164.894514767932,2.35890205489725,0.949896796566949,0.32153035062702,0.628366445939929,0.25233155151696,0.314152774594187,0.453096911949854,FALSE,0.584104404812431,0.687424404812431,17,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,St. Helens 024E | peasley cross ln,St. Helens 024E,peasley cross ln,Peasley Cross Ln near McManus Dr,22882;22883,2,St. Helens,12.143,40.867,28.724,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.9375,1,1,73.2627865961199,65.5925925925926,0.896715510485192,0.979022631204719,0.733776327301112,0.245246303903606,0.0794271993985072,0.253714090081414,0.797235320321021,FALSE,0.15919844020443,0.69643844020443,18,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,St. Helens 020F | clock face rd,St. Helens 020F,clock face rd,Clock Face Rd near Gartons Ln,22898;22899;22900,3,St. Helens,12.143,25.825,13.682,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.9375,1,1,73.2716049382716,187.708994708995,2.54079597264438,0.983895437451713,0.622473608688308,0.361421828763405,0.120538968369956,0.192409786925998,0.844893394269938,FALSE,0.432606672438546,0.719426672438546,19,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 042C | fir ln,Liverpool 042C,fir ln,Fir Ln near Prince Alfred Rd,23780;23781,2,Liverpool,12.143,34.15,22.007,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,162,0.848167539267016,0.692307692307692,1,1,72.8765432098765,107.493827160494,1.46858288770054,0.977878903763334,0.85617880640539,0.121700097357944,0.139490173132553,0.245252761682576,0.666274047219777,FALSE,0.254486542988598,0.724556542988598,20,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Halton 012F | queensway,Halton 012F,queensway,Queensway near New Rbt,40834;40835,2,Halton,12.143,36.719,24.576,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,187,0.979057591623037,0.875,1,1,73.3992869875223,82.5213903743316,1.12261009152331,0.977591407192255,0.451361259513254,0.526230147679,0.19269417304863,0.0521120318739589,0.744755311385673,FALSE,0.242826087868932,0.738586087868933,21,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 038A | stuart rd,Sefton 038A,stuart rd,Stuart Rd,45858;45859;45860;45861,4,Sefton,12.143,29.871,17.728,7,3,4,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,55,0.287958115183246,0,1,1,96.2060606060606,116.040909090909,1.20404950433319,0.178145217582136,0.520722884398111,0.342577666815975,0.0911952135304291,0.133781607746382,-0.168315705024626,FALSE,0.375402423707169,0.752682423707169,22,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 004D | hall st,Sefton 004D,hall st,Hall St near East St,40737;40738;40739,3,Sefton,12.143,33.442,21.299,7,2,5,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,188,0.984293193717278,0.928571428571429,1,1,72.7570921985816,89.5514184397163,1.22769778119666,0.979876595546164,0.293019612770352,0.686856982775812,0.218851749631058,0.229707184978058,0.765310022661342,FALSE,0.32782328861292,0.79081328861292,23,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 042C | prince alfred rd,Liverpool 042C,prince alfred rd,Prince Alfred Rd near Fir Ln,22877;22878;22879,3,Liverpool,12.143,34.15,22.007,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.966666666666667,1,1,73.0947368421053,152.936842105263,2.07756783634039,0.981923536165602,0.74481380306381,0.237109733101793,0.0745846803886992,0.197136733460328,0.715222579248581,FALSE,0.343673601571481,0.813743601571481,24,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 023B | breck rd,Liverpool 023B,breck rd,Breck Rd near Spindle Close,22872;22873;22874,3,Liverpool,12.143,46.712,34.569,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,187,0.979057591623037,0.923076923076923,1,1,72.7130124777184,146.966131907308,2.00732715885184,0.978539735043838,1.02749029877752,0.0489505637336796,0.0473617413431658,0.120430016955678,0.914930964092088,FALSE,0.256194388380759,0.901884388380759,25,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 047C | woolton rd,Liverpool 047C,woolton rd,Woolton Rd near Hope Park,22867,1,Liverpool,12.143,3.939,8.204,7,10,3,Path/cycle facility;Road,Path/cycle facility,FALSE,190,0.994764397905759,0.964285714285714,1,1,72.5947368421053,390.868421052632,5.32467996853322,0.980201428369987,0.420309309146221,0.559892119223766,0.194351046329832,0.360564241559319,0.532183774668085,FALSE,0.765434563146494,0.997474563146494,26,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,St. Helens 022F | chester ln,St. Helens 022F,chester ln,Chester Ln; Chester Ln near Four Acre Ln; Chester Ln near Marshalls Cross Rd,16672;16673;16676;47643;47725;47826;47827,7,St. Helens,12.143,17.475,5.332,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,189,0.989528795811518,0.961538461538461,1,0.994708994708995,73.0952380952381,200.705467372134,2.72224602494525,0.978018253049982,-0.412029683625471,1.39004793667545,0.64333903098662,0.172672285356682,-0.182507178410222,FALSE,0.914846109350031,1.01816610935003,27,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 059F | western ave,Liverpool 059F,western ave,Western Ave near of Bray Rd,16361;16386;16387,3,Liverpool,12.143,58.134,45.991,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.964285714285714,1,0.99647266313933,73.2680776014109,84.1693121693122,1.14678223699834,0.986661140097427,0.426625872352339,0.560035267745089,0.191938424580279,0.234168638352602,0.829604328901314,FALSE,0.262426563851138,1.02233656385114,28,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,St. Helens 022A | warrington rd,St. Helens 022A,warrington rd,Warrington Rd near Clock Face Rd,22894;22895;22896,3,St. Helens,12.143,40.354,28.211,7,2,5,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,191,1,1,1,1,72.9476439790576,14.5479930191972,0.210256773340886,0.982500253626245,0.972533638937696,0.00996661468854865,0.0940023789431341,0.187138624106372,0.922831271518034,FALSE,0.515550594218321,1.04766059421832,29,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Halton 015B | crown gate,Halton 015B,crown gate,Crown Gate,16363,1,Halton,12.143,58.811,46.668,7,1,6,Path/cycle facility;Road,Road,FALSE,191,1,1,1,1,72.9476439790576,81.5916230366492,1.11689323137921,0.982500253626245,0.279655688602049,0.702844565024196,0.241488533446735,0.11701137560117,0.680634384276814,FALSE,0.300811826186173,1.06749182618617,30,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Knowsley 003D | cherryfield dr,Knowsley 003D,cherryfield dr,Cherryfield Dr near Cherryfield Cres,16347;16348;16349,3,Knowsley,12.143,60.307,48.164,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,1,72.9476439790576,82.9075043630018,1.13468800151043,0.982500253626245,0.340438954190252,0.642061299435992,0.237330935911867,0.236140205480354,0.659711561498361,FALSE,0.303531693821827,1.08517169382183,31,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 022D | commercial rd,Liverpool 022D,commercial rd,Commercial Rd near Boundary St,16379;16380;16402;16403,4,Liverpool,12.143,72.513,60.37,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.968586387434555,72.9476439790576,64.6282722513089,0.887496459926367,0.982500253626245,0.474015062918029,0.508485190708216,0.181294665414703,0.189756616418118,0.856991304613828,FALSE,0.234032666505461,1.13773266650546,32,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 003B | marshside rd,Sefton 003B,marshside rd,Marshside Rd near Fylde Rd,22884;22885;22886,3,Sefton,12.143,40.465,28.322,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,1,72.9476439790576,177.652705061082,2.41593505144907,0.982500253626245,0.253585212201452,0.728915041424793,0.268684122093777,0.380780646276682,0.252392398866775,FALSE,0.613430328625802,1.1466503286258,33,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 004H | king st,Sefton 004H,king st,King St near Wellington St,40740;40741;40742,3,Sefton,12.143,55.692,43.549,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,188,0.984293193717278,0.9375,1,1,73.1223404255319,174.962765957447,2.37395048439182,0.968961402521011,0.60419065428602,0.364770748234991,0.157180493566226,0.186768639214906,0.84280868355213,FALSE,0.420301753205628,1.15579175320563,34,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Halton 014D | murdishaw centre,Halton 014D,murdishaw centre,Murdishaw Centre,23806,1,Halton,12.143,58.314,46.171,7,1,6,Path/cycle facility;Road,Road,FALSE,191,1,1,1,1,72.9476439790576,155.329842931937,2.11406117247239,0.982500253626245,0.598430852978069,0.384069400648175,0.147919887737194,0.28629829406636,0.797684368735733,FALSE,0.399045967402314,1.16075596740231,35,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Knowsley 008F | stockbridge ln,Knowsley 008F,stockbridge ln,Stockbridge Ln near Waterpark Dr,23811;23812;23813,3,Knowsley,12.143,77.148,65.005,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.9375,1,1,73.1175438596491,134.071929824561,1.82240159064549,0.97927360440876,0.966492022729388,0.0127815816793713,0.0472168259310208,0.142693423980961,0.931697138686785,FALSE,0.217171725202313,1.16722172520231,36,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 029B | ashbourne ave,Sefton 029B,ashbourne ave,Ashbourne Ave near Elton Ave,45854,1,Sefton,12.143,40.265,28.122,7,2,5,Path/cycle facility;Road,Path/cycle facility,FALSE,57,0.298429319371728,0,1,1,95.0701754385965,328.631578947368,3.43115412710007,0.18692752483896,0.419393910034183,0.232466385195223,0.0751350903583789,0.214986672305382,0.0325323331464641,FALSE,0.646336587753342,1.17755658775334,37,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 027A | park ln,Sefton 027A,park ln,Park Ln near Deltic Way,45855;45856;45857,3,Sefton,12.143,22.016,9.873,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,54,0.282722513089005,0,1,1,95.9814814814815,350.018518518518,3.61943860989116,0.118131414046715,-0.502661579676252,0.620792993722967,0.399905185615993,0.537928928358543,-0.707193539064166,FALSE,0.931451086743045,1.18018108674305,38,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Halton 014D | busway,Halton 014D,busway,Busway near Stockham Ln,22897;54966;54967,3,Halton,12.143,58.314,46.171,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,162,0.848167539267016,0,1,1,78.0843621399177,30.820987654321,0.40236763366723,0.839584140840779,0.759552429628669,0.0800317112121098,0.0741153184034054,0.310117050220311,0.748338920434111,FALSE,0.421717156498197,1.1834271564982,39,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 061C | liver st,Liverpool 061C,liver st,Liver St near Park Ln,16364;16365;16388;16389,4,Liverpool,12.143,15.028,2.885,7,6,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,191,1,1,1,0.965968586387435,72.9476439790576,1358.81020942408,18.3888239875389,0.982500253626245,0.386176593971653,0.596323659654592,0.20788524275133,0.14817707036796,0.643338152886307,FALSE,1.11636635232154,1.19521635232154,40,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 011E | fender ln,Wirral 011E,fender ln,Fender Ln,16377;16378;16397;51146;51147;51148,6,Wirral,12.143,72.478,60.335,7,1,6,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,61,0.319371727748691,0,1,0.994535519125683,96.3825136612022,74.1898907103825,0.772108748106167,0.105274876191063,0.289382065865856,0.184107189674793,0.0809657267101017,0.210762427259991,0.373237135239781,FALSE,0.307866071655661,1.21121607165566,41,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 027D | new chester rd,Wirral 027D,new chester rd,New Chester Rd near Bedford Rd; New Chester Rd near St Paul's Rd,16350;16351;16352;16356;16357;16358,6,Wirral,12.143,59.878,47.735,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,114,0.596858638743456,0,1,1,57.3157894736842,103.869883040936,1.79831026875251,0.600961722544523,0.221515081396518,0.379446641148005,0.132423880028626,0.331416059350485,0.661645877782215,FALSE,0.434534767840851,1.21188476784085,42,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Halton 006B | cycle ln,Halton 006B,cycle ln,Cycle Ln near Liverpool Rd / Prescott Rd,16366,1,Halton,12.143,38.588,26.445,7,2,5,Path/cycle facility;Road,Path/cycle facility,FALSE,190,0.994764397905759,0.967741935483871,1,1,73.1491228070175,205.384210526316,2.78336685200521,0.981339699581438,0.0658756544425152,0.915464045138923,0.280592650213844,0.294003520531002,0.163951503616397,FALSE,0.706962814177101,1.2214128141771,43,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 024D | west derby rd,Liverpool 024D,west derby rd,"West Derby Rd - Eastbound, near Sheil Rd; West Derby Rd - Westbound, near Sheil Rd",15104;15106;15160;15161;15162,5,Liverpool,12.143,64.417,52.274,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,187,0.979057591623037,0.935483870967742,1,0.957219251336898,73.3065953654189,120.069875222816,1.62932879144077,0.983071137549426,0.346402771310147,0.636668366239279,0.20379836746693,0.191742689451859,0.694608678329504,FALSE,0.402502574155067,1.22524257415507,44,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Liverpool 027A | prescot rd,Liverpool 027A,prescot rd,Prescot Rd near Barrymore Rd; Prescot Rd near Dunmore Rd,22890;22891;22892;22893,4,Liverpool,12.143,60.219,48.076,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.992146596858639,72.9476439790576,199.787958115183,2.71527187765505,0.982500253626245,0.603193318903193,0.379306934723052,0.14174606034738,0.199386101028757,0.888838494822181,FALSE,0.454291002769499,1.2350510027695,45,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 004I | talbot st,Sefton 004I,talbot st,Talbot St near Portland St,16370;16371;16372,3,Sefton,12.143,55.692,43.549,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,188,0.984293193717278,0.9375,1,1,72.8847517730497,217.356382978723,2.95536464207722,0.974260714152182,0.537992668793627,0.436268045358555,0.162972367589819,0.184805917929453,0.850358509964389,FALSE,0.504103178442005,1.239593178442,46,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Knowsley 002B | kirkby row,Knowsley 002B,kirkby row,Kirkby Row near Whitefield Dr,23789;23790;23791,3,Knowsley,12.143,33.737,21.594,7,2,5,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,167,0.87434554973822,0.5,1,1,74.315369261477,528.920159680639,7.03601621922455,0.903725727567767,0.371674344950304,0.532051382617464,0.192995621954439,0.292031376652706,0.724769457672645,FALSE,0.84493352407121,1.31087352407121,47,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 004G | hoghton st,Sefton 004G,hoghton st,Hoghton St near Hoghton Grove; Hoghton St near Queen's Rd,43340;43342;43343;43493;43494;43495,6,Sefton,12.143,45.56,33.417,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,119,0.62303664921466,0,1,0.970588235294118,59.2212885154062,223.281512605042,3.72428950183729,0.716145161156184,0.220915663954212,0.495229497201973,0.164258793309094,0.266519920779161,0.591800077376068,FALSE,0.688912701840271,1.32308270184027,48,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Sefton 037D | merton rd,Sefton 037D,merton rd,Merton Rd near Washington Parade,16353;16392,2,Sefton,12.143,66.265,54.122,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,191,1,1,1,0.986910994764398,72.9476439790576,123.767015706806,1.68723449447748,0.982500253626245,0.293295941909561,0.689204311716684,0.24737455246492,0.518441754858511,0.374162570319322,FALSE,0.493785595571827,1.33500559557183,49,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Knowsley 004A | kirkby row,Knowsley 004A,kirkby row,Kirkby Row near Valley Rd,23792;23793;23794,3,Knowsley,12.143,70.978,58.835,7,1,6,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.967741935483871,1,1,73.1,159.942105263158,2.17195823567015,0.987122086669198,0.471394860972406,0.515727225696793,0.196905501235817,0.296713736107238,0.704459071740593,FALSE,0.462101808450743,1.35045180845074,50,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,pedestrian,Wirral 031C | new chester rd,Wirral 031C,new chester rd,New Chester Rd near Sefton Rd,16381;16382;16383,3,Wirral,12.143,44.541,32.398,7,1,6,Path/cycle facility;Road,Other / crossing;Road,FALSE,189,0.989528795811518,0.9375,1,1,73.1693121693122,449.114638447972,6.06874494697294,0.980108781568519,0.29951564937537,0.680593132193149,0.215353627053939,0.269532289378145,0.752050225632947,FALSE,0.809561321170979,1.43354132117098,51,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
